3,206
3,130
3,127
3,129
3,136
3,144
3,145
3,141
3,153
3,146
3,162
3,138
3,128
3,131
3,125
3,129
3,129
3,127
3,126
3,126
3,128
3,127
3,127
3,127
3,130
3,128
3,126
3,128
3,130
3,126
3,127
3,126
3,128
3,126
3,126
3,127
3,125
3,133
3,127
3,128
3,127
3,125
3,127
3,126
3,127
3,127
3,130
3,128
3,127
3,126
3,127
3,130
3,126
3,127
3,127
3,127
3,125
3,126
3,129
3,133
3,133
3,127
3,127
3,127
3,128
3,126
3,125
3,128
3,126
3,126
3,128
3,126
3,129
3,126
3,128
3,126
3,128
3,126
3,131
3,130
3,125
3,126
3,129
3,125
3,131
3,126
3,128
3,128
3,126
3,126
3,126
3,126
3,125
3,128
3,127
3,126
3,127
3,126
3,125
3,127
5,322
5,325
5,323
5,349
5,324
5,322
5,322
5,323
5,324
5,326
5,340
5,327
5,340
5,323
5,321
5,326
5,324
5,325
5,321
5,333
5,322
5,325
5,390
5,350
5,321
5,329
5,324
5,325
5,327
5,324
5,328
5,324
5,328
5,322
5,326
5,323
5,322
5,324
5,321
5,340
5,325
5,321
5,322
5,322
5,323
5,323
5,360
5,396
5,364
5,328
5,320
5,326
5,323
5,322
5,325
5,326
5,324
5,403
5,522
5,355
5,325
5,322
5,329
5,324
5,327
5,337
5,329
5,327
5,327
5,324
5,324
5,322
5,321
5,328
5,324
5,347
5,324
5,327
5,322
5,328
5,321
5,395
5,324
5,333
5,324
5,325
5,322
5,322
5,330
5,325
5,321
5,329
5,326
5,351
5,323
5,321
5,326
5,324
5,322
5,322
7,641
7,638
7,624
7,628
7,627
7,639
7,639
7,627
7,636
7,627
7,640
7,633
7,639
7,625
7,629
7,685
7,702
7,651
7,672
7,758
7,671
7,697
7,654
7,668
7,670
7,657
7,644
7,666
7,660
7,678
7,674
7,649
7,659
7,656
7,634
7,638
7,642
7,649
7,639
7,635
7,640
7,636
7,631
7,637
7,636
7,631
7,642
7,642
7,637
7,639
7,631
7,640
7,640
7,635
7,630
7,631
7,631
7,630
7,640
7,629
7,626
7,622
7,743
7,626
7,628
7,630
7,642
7,630
7,635
7,635
7,633
7,633
7,631
7,632
7,629
7,652
7,630
7,626
7,634
7,627
7,640
